tile_id,center_lon,center_lat,bounds,filepath,success
40,-84.35044444444453,33.6569189189189,"[-84.35328888888898, 33.65461261261259, -84.3476000000001, 33.6592252252252]",data/naip_tiles/tile_0040.tif,True
41,-84.34475555555565,33.6569189189189,"[-84.3476000000001, 33.65461261261259, -84.34191111111122, 33.6592252252252]",data/naip_tiles/tile_0041.tif,True
42,-84.33906666666677,33.6569189189189,"[-84.34191111111122, 33.65461261261259, -84.33622222222233, 33.6592252252252]",data/naip_tiles/tile_0042.tif,True
43,-84.33337777777788,33.6569189189189,"[-84.33622222222233, 33.65461261261259, -84.33053333333345, 33.6592252252252]",data/naip_tiles/tile_0043.tif,True
44,-84.327688888889,33.6569189189189,"[-84.33053333333345, 33.65461261261259, -84.32484444444457, 33.6592252252252]",data/naip_tiles/tile_0044.tif,True
45,-84.32200000000012,33.6569189189189,"[-84.32484444444457, 33.65461261261259, -84.31915555555568, 33.6592252252252]",data/naip_tiles/tile_0045.tif,True
46,-84.44715555555555,33.66153153153151,"[-84.45, 33.6592252252252, -84.44431111111112, 33.66383783783781]",data/naip_tiles/tile_0046.tif,True
47,-84.44146666666667,33.66153153153151,"[-84.44431111111112, 33.6592252252252, -84.43862222222224, 33.66383783783781]",data/naip_tiles/tile_0047.tif,True
48,-84.43577777777779,33.66153153153151,"[-84.43862222222224, 33.6592252252252, -84.43293333333335, 33.66383783783781]",data/naip_tiles/tile_0048.tif,True
49,-84.4300888888889,33.66153153153151,"[-84.43293333333335, 33.6592252252252, -84.42724444444447, 33.66383783783781]",data/naip_tiles/tile_0049.tif,True
50,-84.42440000000002,33.66153153153151,"[-84.42724444444447, 33.6592252252252, -84.42155555555559, 33.66383783783781]",data/naip_tiles/tile_0050.tif,True
51,-84.41871111111114,33.66153153153151,"[-84.42155555555559, 33.6592252252252, -84.4158666666667, 33.66383783783781]",data/naip_tiles/tile_0051.tif,True
52,-84.41302222222225,33.66153153153151,"[-84.4158666666667, 33.6592252252252, -84.41017777777782, 33.66383783783781]",data/naip_tiles/tile_0052.tif,True
53,-84.40733333333337,33.66153153153151,"[-84.41017777777782, 33.6592252252252, -84.40448888888893, 33.66383783783781]",data/naip_tiles/tile_0053.tif,True
54,-84.40164444444449,33.66153153153151,"[-84.40448888888893, 33.6592252252252, -84.39880000000005, 33.66383783783781]",data/naip_tiles/tile_0054.tif,True
55,-84.3959555555556,33.66153153153151,"[-84.39880000000005, 33.6592252252252, -84.39311111111117, 33.66383783783781]",data/naip_tiles/tile_0055.tif,True
56,-84.39026666666672,33.66153153153151,"[-84.39311111111117, 33.6592252252252, -84.38742222222228, 33.66383783783781]",data/naip_tiles/tile_0056.tif,True
57,-84.38457777777784,33.66153153153151,"[-84.38742222222228, 33.6592252252252, -84.3817333333334, 33.66383783783781]",data/naip_tiles/tile_0057.tif,True
58,-84.37888888888895,33.66153153153151,"[-84.3817333333334, 33.6592252252252, -84.37604444444452, 33.66383783783781]",data/naip_tiles/tile_0058.tif,True
59,-84.37320000000007,33.66153153153151,"[-84.37604444444452, 33.6592252252252, -84.37035555555563, 33.66383783783781]",data/naip_tiles/tile_0059.tif,True
60,-84.36751111111118,33.66153153153151,"[-84.37035555555563, 33.6592252252252, -84.36466666666675, 33.66383783783781]",data/naip_tiles/tile_0060.tif,True
61,-84.3618222222223,33.66153153153151,"[-84.36466666666675, 33.6592252252252, -84.35897777777787, 33.66383783783781]",data/naip_tiles/tile_0061.tif,True
62,-84.35613333333342,33.66153153153151,"[-84.35897777777787, 33.6592252252252, -84.35328888888898, 33.66383783783781]",data/naip_tiles/tile_0062.tif,True
63,-84.35044444444453,33.66153153153151,"[-84.35328888888898, 33.6592252252252, -84.3476000000001, 33.66383783783781]",data/naip_tiles/tile_0063.tif,True
64,-84.34475555555565,33.66153153153151,"[-84.3476000000001, 33.6592252252252, -84.34191111111122, 33.66383783783781]",data/naip_tiles/tile_0064.tif,True
65,-84.33906666666677,33.66153153153151,"[-84.34191111111122, 33.6592252252252, -84.33622222222233, 33.66383783783781]",data/naip_tiles/tile_0065.tif,True
66,-84.33337777777788,33.66153153153151,"[-84.33622222222233, 33.6592252252252, -84.33053333333345, 33.66383783783781]",data/naip_tiles/tile_0066.tif,True
67,-84.327688888889,33.66153153153151,"[-84.33053333333345, 33.6592252252252, -84.32484444444457, 33.66383783783781]",data/naip_tiles/tile_0067.tif,True
68,-84.32200000000012,33.66153153153151,"[-84.32484444444457, 33.6592252252252, -84.31915555555568, 33.66383783783781]",data/naip_tiles/tile_0068.tif,True
69,-84.44715555555555,33.66614414414412,"[-84.45, 33.66383783783781, -84.44431111111112, 33.66845045045042]",data/naip_tiles/tile_0069.tif,True
70,-84.44146666666667,33.66614414414412,"[-84.44431111111112, 33.66383783783781, -84.43862222222224, 33.66845045045042]",data/naip_tiles/tile_0070.tif,True
71,-84.43577777777779,33.66614414414412,"[-84.43862222222224, 33.66383783783781, -84.43293333333335, 33.66845045045042]",data/naip_tiles/tile_0071.tif,True
72,-84.4300888888889,33.66614414414412,"[-84.43293333333335, 33.66383783783781, -84.42724444444447, 33.66845045045042]",data/naip_tiles/tile_0072.tif,True
73,-84.42440000000002,33.66614414414412,"[-84.42724444444447, 33.66383783783781, -84.42155555555559, 33.66845045045042]",data/naip_tiles/tile_0073.tif,True
74,-84.41871111111114,33.66614414414412,"[-84.42155555555559, 33.66383783783781, -84.4158666666667, 33.66845045045042]",data/naip_tiles/tile_0074.tif,True
75,-84.41302222222225,33.66614414414412,"[-84.4158666666667, 33.66383783783781, -84.41017777777782, 33.66845045045042]",data/naip_tiles/tile_0075.tif,True
76,-84.40733333333337,33.66614414414412,"[-84.41017777777782, 33.66383783783781, -84.40448888888893, 33.66845045045042]",data/naip_tiles/tile_0076.tif,True
77,-84.40164444444449,33.66614414414412,"[-84.40448888888893, 33.66383783783781, -84.39880000000005, 33.66845045045042]",data/naip_tiles/tile_0077.tif,True
78,-84.3959555555556,33.66614414414412,"[-84.39880000000005, 33.66383783783781, -84.39311111111117, 33.66845045045042]",data/naip_tiles/tile_0078.tif,True
79,-84.39026666666672,33.66614414414412,"[-84.39311111111117, 33.66383783783781, -84.38742222222228, 33.66845045045042]",data/naip_tiles/tile_0079.tif,True
80,-84.38457777777784,33.66614414414412,"[-84.38742222222228, 33.66383783783781, -84.3817333333334, 33.66845045045042]",data/naip_tiles/tile_0080.tif,True
81,-84.37888888888895,33.66614414414412,"[-84.3817333333334, 33.66383783783781, -84.37604444444452, 33.66845045045042]",data/naip_tiles/tile_0081.tif,True
82,-84.37320000000007,33.66614414414412,"[-84.37604444444452, 33.66383783783781, -84.37035555555563, 33.66845045045042]",data/naip_tiles/tile_0082.tif,True
83,-84.36751111111118,33.66614414414412,"[-84.37035555555563, 33.66383783783781, -84.36466666666675, 33.66845045045042]",data/naip_tiles/tile_0083.tif,True
84,-84.3618222222223,33.66614414414412,"[-84.36466666666675, 33.66383783783781, -84.35897777777787, 33.66845045045042]",data/naip_tiles/tile_0084.tif,True
85,-84.35613333333342,33.66614414414412,"[-84.35897777777787, 33.66383783783781, -84.35328888888898, 33.66845045045042]",data/naip_tiles/tile_0085.tif,True
86,-84.35044444444453,33.66614414414412,"[-84.35328888888898, 33.66383783783781, -84.3476000000001, 33.66845045045042]",data/naip_tiles/tile_0086.tif,True
87,-84.34475555555565,33.66614414414412,"[-84.3476000000001, 33.66383783783781, -84.34191111111122, 33.66845045045042]",data/naip_tiles/tile_0087.tif,True
88,-84.33906666666677,33.66614414414412,"[-84.34191111111122, 33.66383783783781, -84.33622222222233, 33.66845045045042]",data/naip_tiles/tile_0088.tif,True
89,-84.33337777777788,33.66614414414412,"[-84.33622222222233, 33.66383783783781, -84.33053333333345, 33.66845045045042]",data/naip_tiles/tile_0089.tif,True
90,-84.327688888889,33.66614414414412,"[-84.33053333333345, 33.66383783783781, -84.32484444444457, 33.66845045045042]",data/naip_tiles/tile_0090.tif,True
91,-84.32200000000012,33.66614414414412,"[-84.32484444444457, 33.66383783783781, -84.31915555555568, 33.66845045045042]",data/naip_tiles/tile_0091.tif,True
92,-84.44715555555555,33.67075675675673,"[-84.45, 33.66845045045042, -84.44431111111112, 33.67306306306303]",data/naip_tiles/tile_0092.tif,True
93,-84.44146666666667,33.67075675675673,"[-84.44431111111112, 33.66845045045042, -84.43862222222224, 33.67306306306303]",data/naip_tiles/tile_0093.tif,True
94,-84.43577777777779,33.67075675675673,"[-84.43862222222224, 33.66845045045042, -84.43293333333335, 33.67306306306303]",data/naip_tiles/tile_0094.tif,True
95,-84.4300888888889,33.67075675675673,"[-84.43293333333335, 33.66845045045042, -84.42724444444447, 33.67306306306303]",data/naip_tiles/tile_0095.tif,True
96,-84.42440000000002,33.67075675675673,"[-84.42724444444447, 33.66845045045042, -84.42155555555559, 33.67306306306303]",data/naip_tiles/tile_0096.tif,True
97,-84.41871111111114,33.67075675675673,"[-84.42155555555559, 33.66845045045042, -84.4158666666667, 33.67306306306303]",data/naip_tiles/tile_0097.tif,True
98,-84.41302222222225,33.67075675675673,"[-84.4158666666667, 33.66845045045042, -84.41017777777782, 33.67306306306303]",data/naip_tiles/tile_0098.tif,True
99,-84.40733333333337,33.67075675675673,"[-84.41017777777782, 33.66845045045042, -84.40448888888893, 33.67306306306303]",data/naip_tiles/tile_0099.tif,True
100,-84.40164444444449,33.67075675675673,"[-84.40448888888893, 33.66845045045042, -84.39880000000005, 33.67306306306303]",data/naip_tiles/tile_0100.tif,True
101,-84.3959555555556,33.67075675675673,"[-84.39880000000005, 33.66845045045042, -84.39311111111117, 33.67306306306303]",data/naip_tiles/tile_0101.tif,True
102,-84.39026666666672,33.67075675675673,"[-84.39311111111117, 33.66845045045042, -84.38742222222228, 33.67306306306303]",data/naip_tiles/tile_0102.tif,True
103,-84.38457777777784,33.67075675675673,"[-84.38742222222228, 33.66845045045042, -84.3817333333334, 33.67306306306303]",data/naip_tiles/tile_0103.tif,True
104,-84.37888888888895,33.67075675675673,"[-84.3817333333334, 33.66845045045042, -84.37604444444452, 33.67306306306303]",data/naip_tiles/tile_0104.tif,True
105,-84.37320000000007,33.67075675675673,"[-84.37604444444452, 33.66845045045042, -84.37035555555563, 33.67306306306303]",data/naip_tiles/tile_0105.tif,True
106,-84.36751111111118,33.67075675675673,"[-84.37035555555563, 33.66845045045042, -84.36466666666675, 33.67306306306303]",data/naip_tiles/tile_0106.tif,True
107,-84.3618222222223,33.67075675675673,"[-84.36466666666675, 33.66845045045042, -84.35897777777787, 33.67306306306303]",data/naip_tiles/tile_0107.tif,True
108,-84.35613333333342,33.67075675675673,"[-84.35897777777787, 33.66845045045042, -84.35328888888898, 33.67306306306303]",data/naip_tiles/tile_0108.tif,True
109,-84.35044444444453,33.67075675675673,"[-84.35328888888898, 33.66845045045042, -84.3476000000001, 33.67306306306303]",data/naip_tiles/tile_0109.tif,True
110,-84.34475555555565,33.67075675675673,"[-84.3476000000001, 33.66845045045042, -84.34191111111122, 33.67306306306303]",data/naip_tiles/tile_0110.tif,True
111,-84.33906666666677,33.67075675675673,"[-84.34191111111122, 33.66845045045042, -84.33622222222233, 33.67306306306303]",data/naip_tiles/tile_0111.tif,True
112,-84.33337777777788,33.67075675675673,"[-84.33622222222233, 33.66845045045042, -84.33053333333345, 33.67306306306303]",data/naip_tiles/tile_0112.tif,True
113,-84.327688888889,33.67075675675673,"[-84.33053333333345, 33.66845045045042, -84.32484444444457, 33.67306306306303]",data/naip_tiles/tile_0113.tif,True
114,-84.32200000000012,33.67075675675673,"[-84.32484444444457, 33.66845045045042, -84.31915555555568, 33.67306306306303]",data/naip_tiles/tile_0114.tif,True
115,-84.44715555555555,33.67536936936934,"[-84.45, 33.67306306306303, -84.44431111111112, 33.677675675675644]",data/naip_tiles/tile_0115.tif,True
116,-84.44146666666667,33.67536936936934,"[-84.44431111111112, 33.67306306306303, -84.43862222222224, 33.677675675675644]",data/naip_tiles/tile_0116.tif,True
117,-84.43577777777779,33.67536936936934,"[-84.43862222222224, 33.67306306306303, -84.43293333333335, 33.677675675675644]",data/naip_tiles/tile_0117.tif,True
118,-84.4300888888889,33.67536936936934,"[-84.43293333333335, 33.67306306306303, -84.42724444444447, 33.677675675675644]",data/naip_tiles/tile_0118.tif,True
119,-84.42440000000002,33.67536936936934,"[-84.42724444444447, 33.67306306306303, -84.42155555555559, 33.677675675675644]",data/naip_tiles/tile_0119.tif,True
120,-84.41871111111114,33.67536936936934,"[-84.42155555555559, 33.67306306306303, -84.4158666666667, 33.677675675675644]",data/naip_tiles/tile_0120.tif,True
121,-84.41302222222225,33.67536936936934,"[-84.4158666666667, 33.67306306306303, -84.41017777777782, 33.677675675675644]",data/naip_tiles/tile_0121.tif,True
122,-84.40733333333337,33.67536936936934,"[-84.41017777777782, 33.67306306306303, -84.40448888888893, 33.677675675675644]",data/naip_tiles/tile_0122.tif,True
123,-84.40164444444449,33.67536936936934,"[-84.40448888888893, 33.67306306306303, -84.39880000000005, 33.677675675675644]",data/naip_tiles/tile_0123.tif,True
124,-84.3959555555556,33.67536936936934,"[-84.39880000000005, 33.67306306306303, -84.39311111111117, 33.677675675675644]",data/naip_tiles/tile_0124.tif,True
125,-84.39026666666672,33.67536936936934,"[-84.39311111111117, 33.67306306306303, -84.38742222222228, 33.677675675675644]",data/naip_tiles/tile_0125.tif,True
126,-84.38457777777784,33.67536936936934,"[-84.38742222222228, 33.67306306306303, -84.3817333333334, 33.677675675675644]",data/naip_tiles/tile_0126.tif,True
127,-84.37888888888895,33.67536936936934,"[-84.3817333333334, 33.67306306306303, -84.37604444444452, 33.677675675675644]",data/naip_tiles/tile_0127.tif,True
128,-84.37320000000007,33.67536936936934,"[-84.37604444444452, 33.67306306306303, -84.37035555555563, 33.677675675675644]",data/naip_tiles/tile_0128.tif,True
129,-84.36751111111118,33.67536936936934,"[-84.37035555555563, 33.67306306306303, -84.36466666666675, 33.677675675675644]",data/naip_tiles/tile_0129.tif,True
130,-84.3618222222223,33.67536936936934,"[-84.36466666666675, 33.67306306306303, -84.35897777777787, 33.677675675675644]",data/naip_tiles/tile_0130.tif,True
131,-84.35613333333342,33.67536936936934,"[-84.35897777777787, 33.67306306306303, -84.35328888888898, 33.677675675675644]",data/naip_tiles/tile_0131.tif,True
132,-84.35044444444453,33.67536936936934,"[-84.35328888888898, 33.67306306306303, -84.3476000000001, 33.677675675675644]",data/naip_tiles/tile_0132.tif,True
133,-84.34475555555565,33.67536936936934,"[-84.3476000000001, 33.67306306306303, -84.34191111111122, 33.677675675675644]",data/naip_tiles/tile_0133.tif,True
134,-84.33906666666677,33.67536936936934,"[-84.34191111111122, 33.67306306306303, -84.33622222222233, 33.677675675675644]",data/naip_tiles/tile_0134.tif,True
135,-84.33337777777788,33.67536936936934,"[-84.33622222222233, 33.67306306306303, -84.33053333333345, 33.677675675675644]",data/naip_tiles/tile_0135.tif,True
136,-84.327688888889,33.67536936936934,"[-84.33053333333345, 33.67306306306303, -84.32484444444457, 33.677675675675644]",data/naip_tiles/tile_0136.tif,True
137,-84.32200000000012,33.67536936936934,"[-84.32484444444457, 33.67306306306303, -84.31915555555568, 33.677675675675644]",data/naip_tiles/tile_0137.tif,True
138,-84.44715555555555,33.67998198198195,"[-84.45, 33.677675675675644, -84.44431111111112, 33.682288288288255]",data/naip_tiles/tile_0138.tif,True
139,-84.44146666666667,33.67998198198195,"[-84.44431111111112, 33.677675675675644, -84.43862222222224, 33.682288288288255]",data/naip_tiles/tile_0139.tif,True
140,-84.43577777777779,33.67998198198195,"[-84.43862222222224, 33.677675675675644, -84.43293333333335, 33.682288288288255]",data/naip_tiles/tile_0140.tif,True
141,-84.4300888888889,33.67998198198195,"[-84.43293333333335, 33.677675675675644, -84.42724444444447, 33.682288288288255]",data/naip_tiles/tile_0141.tif,True
142,-84.42440000000002,33.67998198198195,"[-84.42724444444447, 33.677675675675644, -84.42155555555559, 33.682288288288255]",data/naip_tiles/tile_0142.tif,True
143,-84.41871111111114,33.67998198198195,"[-84.42155555555559, 33.677675675675644, -84.4158666666667, 33.682288288288255]",data/naip_tiles/tile_0143.tif,True
144,-84.41302222222225,33.67998198198195,"[-84.4158666666667, 33.677675675675644, -84.41017777777782, 33.682288288288255]",data/naip_tiles/tile_0144.tif,True
145,-84.40733333333337,33.67998198198195,"[-84.41017777777782, 33.677675675675644, -84.40448888888893, 33.682288288288255]",data/naip_tiles/tile_0145.tif,True
146,-84.40164444444449,33.67998198198195,"[-84.40448888888893, 33.677675675675644, -84.39880000000005, 33.682288288288255]",data/naip_tiles/tile_0146.tif,True
147,-84.3959555555556,33.67998198198195,"[-84.39880000000005, 33.677675675675644, -84.39311111111117, 33.682288288288255]",data/naip_tiles/tile_0147.tif,True
148,-84.39026666666672,33.67998198198195,"[-84.39311111111117, 33.677675675675644, -84.38742222222228, 33.682288288288255]",data/naip_tiles/tile_0148.tif,True
149,-84.38457777777784,33.67998198198195,"[-84.38742222222228, 33.677675675675644, -84.3817333333334, 33.682288288288255]",data/naip_tiles/tile_0149.tif,True
150,-84.37888888888895,33.67998198198195,"[-84.3817333333334, 33.677675675675644, -84.37604444444452, 33.682288288288255]",data/naip_tiles/tile_0150.tif,True
151,-84.37320000000007,33.67998198198195,"[-84.37604444444452, 33.677675675675644, -84.37035555555563, 33.682288288288255]",data/naip_tiles/tile_0151.tif,True
152,-84.36751111111118,33.67998198198195,"[-84.37035555555563, 33.677675675675644, -84.36466666666675, 33.682288288288255]",data/naip_tiles/tile_0152.tif,True
153,-84.3618222222223,33.67998198198195,"[-84.36466666666675, 33.677675675675644, -84.35897777777787, 33.682288288288255]",data/naip_tiles/tile_0153.tif,True
154,-84.35613333333342,33.67998198198195,"[-84.35897777777787, 33.677675675675644, -84.35328888888898, 33.682288288288255]",data/naip_tiles/tile_0154.tif,True
155,-84.35044444444453,33.67998198198195,"[-84.35328888888898, 33.677675675675644, -84.3476000000001, 33.682288288288255]",data/naip_tiles/tile_0155.tif,True
156,-84.34475555555565,33.67998198198195,"[-84.3476000000001, 33.677675675675644, -84.34191111111122, 33.682288288288255]",data/naip_tiles/tile_0156.tif,True
157,-84.33906666666677,33.67998198198195,"[-84.34191111111122, 33.677675675675644, -84.33622222222233, 33.682288288288255]",data/naip_tiles/tile_0157.tif,True
158,-84.33337777777788,33.67998198198195,"[-84.33622222222233, 33.677675675675644, -84.33053333333345, 33.682288288288255]",data/naip_tiles/tile_0158.tif,True
159,-84.327688888889,33.67998198198195,"[-84.33053333333345, 33.677675675675644, -84.32484444444457, 33.682288288288255]",data/naip_tiles/tile_0159.tif,True
160,-84.32200000000012,33.67998198198195,"[-84.32484444444457, 33.677675675675644, -84.31915555555568, 33.682288288288255]",data/naip_tiles/tile_0160.tif,True
161,-84.44715555555555,33.684594594594564,"[-84.45, 33.682288288288255, -84.44431111111112, 33.686900900900866]",data/naip_tiles/tile_0161.tif,True
162,-84.44146666666667,33.684594594594564,"[-84.44431111111112, 33.682288288288255, -84.43862222222224, 33.686900900900866]",data/naip_tiles/tile_0162.tif,True
163,-84.43577777777779,33.684594594594564,"[-84.43862222222224, 33.682288288288255, -84.43293333333335, 33.686900900900866]",data/naip_tiles/tile_0163.tif,True
164,-84.4300888888889,33.684594594594564,"[-84.43293333333335, 33.682288288288255, -84.42724444444447, 33.686900900900866]",data/naip_tiles/tile_0164.tif,True
165,-84.42440000000002,33.684594594594564,"[-84.42724444444447, 33.682288288288255, -84.42155555555559, 33.686900900900866]",data/naip_tiles/tile_0165.tif,True
166,-84.41871111111114,33.684594594594564,"[-84.42155555555559, 33.682288288288255, -84.4158666666667, 33.686900900900866]",data/naip_tiles/tile_0166.tif,True
167,-84.41302222222225,33.684594594594564,"[-84.4158666666667, 33.682288288288255, -84.41017777777782, 33.686900900900866]",data/naip_tiles/tile_0167.tif,True
168,-84.40733333333337,33.684594594594564,"[-84.41017777777782, 33.682288288288255, -84.40448888888893, 33.686900900900866]",data/naip_tiles/tile_0168.tif,True
169,-84.40164444444449,33.684594594594564,"[-84.40448888888893, 33.682288288288255, -84.39880000000005, 33.686900900900866]",data/naip_tiles/tile_0169.tif,True
170,-84.3959555555556,33.684594594594564,"[-84.39880000000005, 33.682288288288255, -84.39311111111117, 33.686900900900866]",data/naip_tiles/tile_0170.tif,True
171,-84.39026666666672,33.684594594594564,"[-84.39311111111117, 33.682288288288255, -84.38742222222228, 33.686900900900866]",data/naip_tiles/tile_0171.tif,True
172,-84.38457777777784,33.684594594594564,"[-84.38742222222228, 33.682288288288255, -84.3817333333334, 33.686900900900866]",data/naip_tiles/tile_0172.tif,True
173,-84.37888888888895,33.684594594594564,"[-84.3817333333334, 33.682288288288255, -84.37604444444452, 33.686900900900866]",data/naip_tiles/tile_0173.tif,True
174,-84.37320000000007,33.684594594594564,"[-84.37604444444452, 33.682288288288255, -84.37035555555563, 33.686900900900866]",data/naip_tiles/tile_0174.tif,True
175,-84.36751111111118,33.684594594594564,"[-84.37035555555563, 33.682288288288255, -84.36466666666675, 33.686900900900866]",data/naip_tiles/tile_0175.tif,True
176,-84.3618222222223,33.684594594594564,"[-84.36466666666675, 33.682288288288255, -84.35897777777787, 33.686900900900866]",data/naip_tiles/tile_0176.tif,True
177,-84.35613333333342,33.684594594594564,"[-84.35897777777787, 33.682288288288255, -84.35328888888898, 33.686900900900866]",data/naip_tiles/tile_0177.tif,True
178,-84.35044444444453,33.684594594594564,"[-84.35328888888898, 33.682288288288255, -84.3476000000001, 33.686900900900866]",data/naip_tiles/tile_0178.tif,True
